game_id,title,description,genre,game_vibes,mechanics,distribution,platform,visual_style,age_rating,region,story_pref,emotional_fit,mood_tags
64028,Bloons TD 6,"The Bloons are back and better than ever! Get ready for a massive 3D tower defense game designed to give you hours and hours of the best strategy gaming available.Craft your perfect defense from a combination of awesome Monkey Towers, upgrades, Heroes, and activated abilities, then pop every last invading Bloon!Join millions of other players who enjoy the massive and ever-expanding features that deliver endless hours of the best strategy gaming available.Now those Bloons aren't going to pop themselves... sharpen your darts and go play Bloons TD 6!","['strategy', 'role-playing']",['ingenious'],"Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Gathering and Collection, High, Low, Medium, Planning and Strategy, Trade",Online (Windows Store),"['Windows', 'Android', 'iPhone / iPod Touch', 'Xbox One', 'Macintosh', 'iPad', 'PlayStation 4']",Cartoonish,7,US,True,playful,"{""cluster"": ""light-hearted"", ""vibe"": ""medium challenge"", ""tempo"": ""moderate"", ""color_palette"": ""bright"", ""other"": ""strategic, competitive""}"
69678,Mortal Kombat 11,"Mortal Kombat 11 follows the events of Mortal Kombat X and introduces a time-bending narrative bringing together iconic characters from different Mortal Kombat eras, along with various franchise-first fighters, culminating in the ultimate generational clash as current characters collide with their past selves. Mortal Kombat 11 also debuts the innovative Custom Character Variation System, which offers nearly infinite customization options for players, providing a deeper and more personalized experience than ever before.In Mortal Kombat 11, the story continues as Raiden’s defeat of the evil Elder God, Shinnok, has drawn the ire of Kronika, the Keeper of Time, and upset her desired balance between good and evil. To restore stability in the realms, Kronika has only one option – rewind time to its beginning and restart history. Through the immersive story mode, players take on the role of various fighters from past and present Mortal Kombat eras, who must join forces to defeat Shao Khan’s Outworld armies and solve the temporal crisis at stake.Mortal Kombat 11 features a robust roster of new and returning fighters with unique abilities and Fatalities. UFC champion, Olympic medalist and WWE superstar, Ronda Rousey, takes on the role of Sonya Blade, alongside multiple fan-favorite characters, including Scorpion, Raiden, Sub-Zero, Liu Kang, Kung Lao, Johnny Cage, Cassie Cage, Jax Briggs, Jacqui Briggs, Kitana, Skarlet, Baraka, Kano, D'Vorah, Kabal, Jade, Erron Black, Kotal Kahn, Noob Saibot, Frost and Shao Kahn. They are joined by a variety of franchise-first fighters such as Geras; a powerful servant of Kronika who can manipulate time; Cetrion, the Elder Goddess of Virtue and Guardian of Life; and The Kollector, a corrupt enforcer and loyal associate of Shao Kahn.Mortal Kombat 11 is packed to the brim with multiple modes for all players, including the Towers of Time, which builds upon NetherRealm’s past gameplay experiences and allows players to test their skills through various challenges, providing more ways than ever to continue the fight. The Krypt also makes a return as part of Shang Tsung’s mysterious island, allowing players to explore and interact with the environment in new ways, while unlocking rewards that can be used in other modes of the game.","['platform', 'puzzle', 'role-playing', 'adventure', 'fighting', 'action']","['serious', 'epic', 'exciting']","Combat and Destruction, Creation and Customization, Exploration, Gathering and Collection, High, Low, Planning and Strategy, Trade",Online (Xbox Games Store),"['Xbox One', 'Nintendo Switch', 'Windows', 'PlayStation 4', 'PlayStation 5', 'Xbox Series X|S']",Realistic,18,US,True,intense,"{""cluster"": ""action-packed"", ""vibe"": ""high-stakes"", ""tempo"": ""fast"", ""color_palette"": ""dark and vibrant"", ""other"": ""strategic, competitive""}"
69996,Apex Legends,"APEX LEGENDS: FROM THE RIFTAbout the GameConquer with character in Apex Legends, a free-to-play* Hero shooter where legendary characters with powerful abilities team up to battle for fame & fortune on the fringes of the Frontier.Master an ever-growing roster of diverse Legends, deep-tactical squad play, and bold, new innovations that go beyond the Battle Royale experience — all within a rugged world where anything goes. Welcome to the next evolution of Hero Shooter.","['driving', 'platform', 'role-playing', 'flying', 'fighting', 'shooter', 'action']",['exciting'],"Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy, Socializing, Trade, World Interaction",Online (Steam),"['Windows', 'Xbox One', 'PlayStation 4', 'PlayStation 5', 'Nintendo Switch', 'Xbox Series X|S']","Realistic, Realistic Artistic",13,US,True,thrilling,"{""cluster"": ""action-packed"", ""vibe"": ""competitive"", ""tempo"": ""fast"", ""color_palette"": ""vibrant"", ""other"": ""dynamic, immersive""}"
70245,Golf With Your Friends,"Why have friends if not to play Golf... With Your Friends!Golf With Your Friends is an entertaining, challenging, multiplayer mini golf game for up to 12 players.The game currently has 7 levels containing 18 holes each.The controls are simple and the game is designed for the user to be able to host or join a game within a few seconds.The game will be hosted on our servers where the user has the ability to add a password if so required or leave it open to the public.Level editor is now out with Thousands of community made maps!","['platform', 'flying', 'sports', 'action', 'party']",['light-hearted'],"Competition, Creation and Customization, Gathering and Collection, High, Low, Medium, Planning and Strategy, Socializing",Online (Steam),"['Macintosh', 'Linux', 'Nintendo Switch', 'Xbox One', 'Windows', 'PlayStation 4']",Cartoonish,7,US,False,lighthearted,"{""cluster"": ""playful"", ""vibe"": ""casual competition"", ""tempo"": ""medium"", ""color_palette"": ""bright"", ""other"": ""social, whimsical""}"
71420,World of Warcraft: Classic,"Heralding the game’s 15th anniversary, World of Warcraft Classic invites players to experience Blizzard Entertainment’s seminal massively multiplayer online role-playing game as it was during its earliest days.This faithful, authentic recreation captures the danger, excitement, and glory of the original World of Warcraft, and invites players to relive some of the adventures and moments that defined its legacy.Veterans and newcomers can relive World of Warcraft’s epic origins as they assemble a 40-player raid to take on the fiery hazards of Molten Core; fight for their faction in the ongoing world PvP struggle between Southshore and Tarren Mill; muster a realm-wide war effort to open the gates of Ahn’Qiraj; and much more.","['role-playing', 'mmo', 'action', 'adventure']","['exciting', 'epic', 'liberating', 'serious', 'adventurous']","Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Socializing, Trade, World Interaction",Online (Battle.net),"['Macintosh', 'Windows']","Cartoonish, Realistic Artistic",13,US,True,nostalgic,"{""cluster"": ""adventurous"", ""vibe"": ""immersive"", ""tempo"": ""medium"", ""color_palette"": ""vibrant"", ""other"": ""community-focused, epic""}"
71737,Baldur's Gate 3,"Mysterious abilities are awakening inside you, drawn from a Mind Flayer parasite planted in your brain. Resist, and turn darkness against itself. Or embrace corruption and become ultimate evil.Gather your party and return to the Forgotten Realms in a tale of fellowship and betrayal, sacrifice and survival, and the lure of absolute power. Abducted, infected, lost. You are turning into a monster, but as the corruption inside you grows, so does your power. That power may help you to survive, but there will be a price to pay. More than any ability, the bonds of trust that you build within your party could be your greatest strength. Caught in a conflict between devils, deities, and sinister otherworldly forces, you will determine the fate of the Forgotten Realms together.Choose from a wide selection of D&D races and classes or play as an origin character with a hand-crafted background. Adventure, loot, battle and romance as you journey through the Forgotten Realms and beyond. Play alone, and select your companions carefully, or as a party of up to four in multiplayer. No two adventures will ever be the same. The Forgotten Realms are a vast, detailed and diverse world, and there are secrets to be discovered all around you -- verticality is a vital part of exploration. Sneak, dip, shove, climb, and jump as you journey from the depths of the Underdark to the glittering rooftops of the Upper City. How you survive, and the mark you leave on the world, is up to you.","['platform', 'puzzle', 'strategy', 'role-playing', 'adventure']","['ingenious', 'contemplative', 'liberating', 'serious', 'adventurous']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Steam),"['Macintosh', 'Xbox Series X|S', 'Windows', 'PlayStation 5']",Realistic,18,US,True,epic struggle,"{""cluster"": ""adventure"", ""vibe"": ""medium"", ""tempo"": ""varied"", ""color_palette"": ""dark and vibrant"", ""other"": ""themes of betrayal, power, and fellowship""}"
71754,Destiny 2,"Dive into the world of Destiny 2 to explore the mysteries of the solar system and experience responsive first-person shooter combat. Unlock powerful elemental abilities and collect unique gear to customize your Guardian's look and playstyle. Enjoy Destiny 2’s cinematic story, challenging co-op missions, and a variety of PvP modes alone or with friends. Download for free today and write your legend in the stars.","['driving', 'platform', 'puzzle', 'role-playing', 'mmo', 'adventure', 'fighting', 'shooter', 'action']","['serious', 'power fantasy', 'liberating', 'exciting']","Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Socializing, Trade, World Interaction",Online (Xbox Games Store),"['Xbox One', 'Windows', 'Xbox Series X|S', 'PlayStation 5', 'PlayStation 4']",Realistic,13,US,True,epic,"{""cluster"": ""adventure"", ""vibe"": ""challenging"", ""tempo"": ""medium"", ""color_palette"": ""varied and vibrant"", ""other"": ""immersive, competitive""}"
71772,Elden Ring,"A New World Created By Hidetaka Miyazaki And George R. R. MartinThe Golden Order has been broken.Rise, Tarnished, and be guided by grace to brandish the power of the Elden Ring and become an Elden Lord in the Lands Between.In the Lands Between ruled by Queen Marika the Eternal, the Elden Ring, the source of the Erdtree, has been shattered.Marika's offspring, demigods all, claimed the shards of the Elden Ring known as the Great Runes, and the mad taint of their newfound strength triggered a war: The Shattering. A war that meant abandonment by the Greater Will.And now the guidance of grace will be brought to the Tarnished who were spurned by the grace of gold and exiled from the Lands Between. Ye dead who yet live, your grace long lost, follow the path to the Lands Between beyond the foggy sea to stand before the Elden Ring.And become the Elden Lord.","['platform', 'puzzle', 'role-playing', 'adventure', 'fighting', 'shooter', 'action']","['exciting', 'epic', 'liberating', 'serious', 'adventurous', 'dark', 'challenging']","Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Xbox Games Store),"['Xbox One', 'Xbox Series X|S', 'PlayStation 5', 'Windows', 'PlayStation 4']",Realistic,15,US,True,epic,"{""cluster"": ""immersive"", ""vibe"": ""challenging"", ""tempo"": ""medium"", ""color_palette"": ""dark"", ""other"": ""fantasy, dramatic, intense""}"
71801,Fall Guys,"Fall Guys is a massively multiplayer party game with up to 60 players online in a free-for-all struggle through round after round of escalating chaos until one victor remains! Fall Guys: Ultimate Knockout flings hordes of contestants together online in a mad dash through round after round of escalating chaos until one victor remains! Battle bizarre obstacles, shove through unruly competitors, and overcome the unbending laws of physics to avoid both humiliation and elimination. Leave your dignity at the door and prepare for hilarious failure in your quest for the crown!","['platform', 'puzzle', 'sports', 'action', 'party', 'racing']","['cheerful', 'light-hearted', 'exciting']","Competition, Cooperation, Creation and Customization, High, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Playstation Network),"['PlayStation 5', 'iPad', 'Windows', 'PlayStation 4', 'Xbox One', 'iPhone / iPod Touch', 'Android', 'Nintendo Switch', 'Xbox Series X|S']","Cartoonish, Cutesy",7,US,True,playful chaos,"{""cluster"": ""fun"", ""vibe"": ""high-energy"", ""tempo"": ""fast"", ""color_palette"": ""bright"", ""other"": ""lighthearted, competitive""}"
71813,Genshin Impact,"Set in the fantasy, lush, beautiful open world called Teyvat, Genshin Impact puts players into the shoes of an enigmatic figure called “The Traveler”, who awakes on the shore, with the sole purpose of finding their long-lost kin. Featured with ancient city designs, scattered encampments and vibrant natural landscapes, the world of Teyvat allows The Traveler to unearth its secrets hidden behind the walls or beneath the wild natures with a freeform movement system. With wit and thoughtfulness, players will be able to crack the puzzles with unique gameplay mechanics, to clear obstacles and find the right path to answers, rewards and more.Genshin Impact features a unique combat system thanks to the impressive legacy of miHoYo’s earlier titles. The new gameplay mechanics are based on elemental properties and interactions, allowing The Traveler to utilize different element attacks and magic in varied combinations to deal devastating blows to enemies.                                                                                      Aeons ago, the elder elemental gods gave civilization to the human race, but the world soon splintered as corruption and greed grew without check. The gods watched from their abode in Celestia and selected the worthy to sit by their side and maintain the balance that hold the world together in one piece.The world is divided into culturally unique environs and themes. Delve into the ruins of a blasted empire that went too far in forbidden technologies, scale massive gothic towers of medieval fortresses, savor fine tea from jade pavilions, spar with kenshis in Sakura woods, and let your imaginations go wild in this definitive Universe. The epic backstory and lore will enrich your thirst for more knowledge about this magical universe…","['driving', 'platform', 'puzzle', 'strategy', 'role-playing', 'flying', 'adventure', 'fighting', 'shooter', 'action']","['exciting', 'liberating', 'serious', 'adventurous', 'beautiful']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Google Play),"['Android', 'Xbox Series X|S', 'Windows', 'Nintendo Switch', 'iPhone / iPod Touch', 'iPad', 'PlayStation 4', 'PlayStation 5']","Anime, Beautiful / Handsome Characters, Cartoonish",13,US,True,adventurous,"{""cluster"": ""fantasy"", ""vibe"": ""explorative"", ""tempo"": ""medium"", ""color_palette"": ""vibrant"", ""other"": ""immersive, whimsical, engaging""}"
72855,Need for Speed Heat,"Need for Speed Heat sends fans to Palm City, a brand-new open world where street racers have gathered to make their names known. By day, players compete in the Speedhunters Showdown, a sanctioned competition where they earn Bank to customise and upgrade their garage of high-performance cars. At night, players risk it all to build their Rep in underground races where a rogue police task force roams the streets, ready to take racers down and swipe all their earnings. The roads, the risks, and the rides never end in this street racer where a player can roll deep with their crew, build their garage full of hot cars, and make the city their nonstop playground.","['driving', 'action', 'adventure', 'racing']","['beautiful', 'exciting']","Combat and Destruction, Competition, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Trade",Online (Xbox Games Store),"['Xbox One', 'PlayStation 4', 'Windows']",Realistic,10,US,True,thrilling,"{""cluster"": ""adrenaline"", ""vibe"": ""high-stakes"", ""tempo"": ""fast"", ""color_palette"": ""vibrant"", ""other"": ""urban, competitive, dynamic""}"
74080,Among Us,"Need a primer on a game that’s been dominating the world with over half a billion players? We got you. Among Us is an online, 4-10 multiplayer game that has you and your friends attempting to prepare your spaceship for departure. Work together and complete your tasks quickly but beware… there may be impostors aboard!That’s right, there’s a twist: One (or more?!) of your crewmates has been replaced by a dangerous impostor who wants to eliminate the rest of the crew before the ship reaches home. Whether it’s sneaking through vents, sabotaging the ship, or even secretly killing off members of the crew, it seems you can’t trust just anyone in your group. Call an emergency meeting if you suspect something, but the Impostor can easily frame other players too…Among Us is all about communication, teamwork, betrayal, and deceit. While everyone is fixing up the ship, no one can talk. However, once a body is reported or a meeting is called, the surviving crew will openly debate who they think The Impostor is. Meanwhile, The Impostor’s goal is to pretend they are a member of the crew and blame someone else. If The Impostor is not voted off, everyone goes back to maintaining the ship until another meeting is called. If The Impostor is voted off, the crew wins!","['puzzle', 'shooter', 'action', 'party']",['suspenseful'],"Combat and Destruction, Cooperation, Low, Medium, Planning and Strategy, Trade",Online (Apple App Store),"['iPad', 'Android', 'PlayStation 5', 'Nintendo Switch', 'Xbox Series X|S', 'Windows', 'Xbox One', 'PlayStation 4', 'iPhone / iPod Touch']","Cartoonish, Hand drawn",10,US,True,suspenseful,"{""cluster"": ""tense"", ""vibe"": ""medium"", ""tempo"": ""fast"", ""color_palette"": ""bright"", ""other"": ""teamwork, betrayal, deception""}"
74256,Valorant,"Riot Games presents a new competitive stage for you to shine from. A 5v5 character-based tactical shooter where creativity is your greatest weapon.WHERE PRECISE GUNPLAY MATTERS...Here’s what we think it takes for you to trust a game enough to invest: 128-tick servers, at least 30 frames per second on most min-spec computers (even dating back a decade), 60 to 144 FPS on modern gaming rigs, a global spread of datacenters aimed at <35ms for players in major cities around the world, a netcode we’ve been obsessing over for years, and a commitment to anti-cheat from day one.Shooting in VALORANT is precise, consequential, and highly-lethal - we want you to win on your skill and strategy alone....BUT CREATIVITY IS YOUR GREATEST WEAPONImagine this: tactical shooter meets hypernatural powers. Everyone’s got guns and a unique set of abilities, so how do you beat someone with the speed of wind? Use your own moves to outplay them and beat them to the shot. VALORANT is a game for bold strategists who dare to make the unexpected play, because if it wins, it works.","['platform', 'role-playing', 'flying', 'fighting', 'shooter', 'action']",['exciting'],"Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Driving, Riding and Flying, Gathering and Collection, High, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Apple App Store),"['iPhone / iPod Touch', 'Android', 'PlayStation 5', 'Windows', 'Xbox Series X|S', 'iPad']","Cartoonish, Realistic Artistic",13,US,True,competitive,"{""cluster"": ""intense"", ""vibe"": ""challenging"", ""tempo"": ""fast"", ""color_palette"": ""vibrant"", ""other"": ""strategic, creative""}"
74312,Crusader Kings III,"Love, fight, scheme, and claim greatness. Determine your noble house’s legacy in the sprawling grand strategy of Crusader Kings III. Death is only the beginning as you guide your dynasty’s bloodline in the rich and larger-than-life simulation of the Middle Ages. Your legacy awaits. Choose your noble house and lead your dynasty to greatness in a Middle Ages epic that spans generations. War is but one of many tools to establish your reign, as real strategy requires expert diplomatic skill, mastery of your realm, and true cunning. Crusader Kings III continues the popular series made by Paradox Development Studio, featuring the widely acclaimed marriage of immersive grand strategy and deep, dramatic medieval roleplaying. ","['simulation', 'role-playing', 'strategy']",['ingenious'],"Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade",Online (Publisher Website),"['Linux', 'Windows', 'Macintosh', 'Xbox Series X|S', 'PlayStation 5']",Realistic Artistic,18,US,True,strategic ambition,"{""cluster"": ""immersive strategy"", ""vibe"": ""medium challenge"", ""tempo"": ""variable"", ""color_palette"": ""earthy tones"", ""other"": ""epic storytelling, historical depth""}"
74592,Overwatch 2,"Reunite and stand together in a new age of heroes. Overwatch 2 is the globe-spanning sequel to Blizzard Entertainment’s acclaimed team-based game, building upon the original’s battle-honed foundation and carrying forward everything players have earned into a new era of epic competition and team play. In addition to clashing against rivals in PvP modes, players will explore the Overwatch universe firsthand in whole new ways in fully cooperative missions that challenge the world’s heroes to team up, power up, and take on an overwhelming outbreak of threats around the globe.","['driving', 'platform', 'flying', 'fighting', 'shooter', 'action']",['exciting'],"Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Gathering and Collection, High, Low, Planning and Strategy, Trade",Closed Beta,"['PlayStation 5', 'Xbox One', 'Windows', 'Nintendo Switch', 'PlayStation 4', 'Xbox Series X|S']",Realistic Artistic,10,US,True,heroic camaraderie,"{""cluster"": ""adventurous"", ""vibe"": ""competitive"", ""tempo"": ""fast-paced"", ""color_palette"": ""vibrant"", ""other"": ""team-oriented, epic""}"
74816,Grounded,"The world is a vast, beautiful and dangerous place – especially when you have been shrunk to the size of an ant. Explore, build and survive together in this first person, multiplayer, survival-adventure. Can you thrive alongside the hordes of giant insects, fighting to survive the perils of the backyard?","['platform', 'puzzle', 'strategy', 'role-playing', 'other', 'adventure', 'fighting', 'shooter', 'action']","['liberating', 'exciting']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Socializing, Trade, World Interaction",Online (Closed Demo),"['Xbox One', 'Windows', 'Xbox Series X|S', 'PlayStation 4', 'PlayStation 5', 'Nintendo Switch']","Cartoonish, Realistic Artistic",10,US,True,adventurous,"{""cluster"": ""exploration"", ""vibe"": ""medium challenge"", ""tempo"": ""variable"", ""color_palette"": ""bright and vibrant"", ""other"": ""cooperative, survival-focused""}"
74846,Path of Exile 2,"Path of Exile 2 is a next generation free-to-play Action RPG from Grinding Gear Games, featuring co-op for up to six players. Set years after the original Path of Exile, you will return to the dark world of Wraeclast and seek to end the corruption that is spreading.Path of Exile 2 is a next generation free-to-play Action RPG from Grinding Gear Games, featuring co-op for up to six players. Set years after the original Path of Exile, you will return to the dark world of Wraeclast and seek to end the corruption that is spreading.Path of Exile 2 features a brand new campaign with six acts, 100 distinct environments, 600 monsters and 100 bosses.","['puzzle', 'role-playing', 'mmo', 'adventure', 'fighting', 'shooter', 'action']","['serious', 'power fantasy', 'exciting']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Closed Beta,"['Windows', 'PlayStation 5', 'Macintosh', 'Xbox Series X|S']",Realistic,15,US,True,darkly immersive,"{""cluster"": ""dark fantasy"", ""vibe"": ""challenging"", ""tempo"": ""medium"", ""color_palette"": ""dark"", ""other"": ""cooperative, exploration-focused""}"
75779,Sons of the Forest,"An entirely new experience from the makers of the ‘The Forest’Sent to find a missing billionaire on a remote island, you find yourself in a cannibal-infested hellscape. Craft, build, and struggle to survive, alone or with friends, in this terrifying new open-world survival horror simulator.","['simulation', 'platform', 'strategy', 'adventure', 'fighting', 'shooter', 'action']","['serious', 'disconcerting', 'exciting']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, World Interaction",Online (Steam Early Access),['Windows'],Realistic,18,US,True,tense survival,"{""cluster"": ""horror"", ""vibe"": ""high challenge"", ""tempo"": ""medium"", ""color_palette"": ""dark"", ""other"": ""intense, immersive""}"
80322,Ratchet & Clank: Rift Apart,"Blast your way through an interdimensional adventure with Ratchet and Clank – now on PC! Help them take on an evil emperor from another reality as you jump between action-packed worlds and beyond at hyper-speed!The intergalactic adventurers are back with a bang in Ratchet & Clank: Rift Apart!Go dimension-hopping with Ratchet and Clank as they venture onto a PC near you for the very first time. Help them take on an evil emperor from another reality as you jump between action-packed worlds and beyond.With their own universe next in the firing line, dust off the dynamic pair’s outrageous weaponry and stop a dimensional collapse in its tracks!Unite the double team supreme with a cast of familiar allies and new faces, including newcomer Rivet. She’s a Lombax resistance fighter from another dimension, who is just as determined to take out the robotic scourge.","['platform', 'puzzle', 'role-playing', 'flying', 'adventure', 'fighting', 'shooter', 'action', 'racing']","['cheerful', 'comedic', 'exciting']","Combat and Destruction, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy, Trade",Online (Epic Games Store),"['Windows', 'PlayStation 5']",Realistic Artistic,10,US,True,exhilarating,"{""cluster"": ""adventure"", ""vibe"": ""high-energy"", ""tempo"": ""fast"", ""color_palette"": ""vibrant"", ""other"": ""dynamic, interdimensional, action-packed""}"
80367,Ultrakill,"ULTRAKILL is a fast-paced ultraviolent old school FPS that fuses together classic shooters like Quake, modern shooters like Doom (2016) and character action games like Devil May Cry.Mankind has gone extinct and the only beings left on earth are machines fueled by blood.But now that blood is starting to run out on the surface...Machines are racing to the depths of Hell in search of more.","['fighting', 'shooter', 'platform', 'action']","['power fantasy', 'exciting']","Combat and Destruction, Exploration, Gathering and Collection, High, Low, Trade",Demo Release,"['Windows', 'Linux']","Cartoonish, Retro",18,US,True,chaotic thrill,"{""cluster"": ""intense action"", ""vibe"": ""high-energy"", ""tempo"": ""fast"", ""color_palette"": ""vibrant and cartoonish"", ""other"": ""ultraviolent, retro aesthetic""}"
80390,Valheim,"A brutal exploration and survival game for 1-10 players, set in a procedurally-generated purgatory inspired by viking culture. Battle, build, and conquer your way to a saga worthy of Odin’s patronage!Valheim is a brutal exploration and survival game for 1-10 players set in a procedurally-generated world inspired by Norse mythology. Craft powerful weapons, construct longhouses, and slay mighty foes to prove yourself to Odin!","['driving', 'platform', 'strategy', 'role-playing', 'adventure', 'fighting', 'shooter', 'action']","['creative', 'liberating', 'exciting']","Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Socializing, Trade, World Interaction",In-development Demo,"['Xbox Series X|S', 'Linux', 'Windows', 'Macintosh', 'Xbox One']",Realistic Artistic,13,US,True,intense,"{""cluster"": ""adventurous"", ""vibe"": ""challenging"", ""tempo"": ""medium"", ""color_palette"": ""dark and earthy tones"", ""other"": ""mythical, competitive, survival-focused""}"
80522,It Takes Two,"Embark on the craziest journey of your life in It Takes Two, a genre-bending platform adventure created purely for co-op. Invite a friend to join for free with Remote Play Together** and work together across a huge variety of gleefully disruptive gameplay challenges. Play as the clashing couple Cody and May, two humans turned into dolls by a magic spell. Together, trapped in a fantastical world where the unpredictable hides around every corner, they are reluctantly challenged with saving their fractured relationship.Master unique and connected character abilities in every new level. Help each other across an abundance of unexpected obstacles and laugh-out-loud moments. Kick gangster squirrels’ furry tails, pilot a pair of underpants, DJ a buzzing night club, and bobsleigh through a magical snow globe. Embrace a heartfelt and hilarious story where narrative and gameplay weave into a uniquely metaphorical experience.Something out of the ordinaryBring your favorite co-op partner and together step into the shoes of May and Cody. As the couple is going through a divorce, through unknown means their minds are transported into two dolls which their daughter, Rose, made to represent them. Now they must reluctantly find a way to get back into their bodies, a quest which takes them through the most wild, unexpected and fantastical journey imaginable.It Takes Two further builds on Hazelight’s proven track record of making rich and engaging co-op experiences. While developing It Takes Two it has been the team’s number one priority to truly merge story and gameplay. Allowing both to influence each other guarantees a game that is as engaging to play as it is compelling to experience.","['driving', 'platform', 'puzzle', 'flying', 'adventure', 'fighting', 'shooter', 'action']","['ingenious', 'beautiful', 'exciting']","Combat and Destruction, Competition, Cooperation, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Socializing, World Interaction",Online (Epic Games Store),"['Windows', 'Xbox Series X|S', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",Realistic Artistic,10,US,True,heartfelt adventure,"{""cluster"": ""playful"", ""vibe"": ""cooperative"", ""tempo"": ""medium"", ""color_palette"": ""vibrant"", ""other"": ""whimsical, humorous, engaging""}"
80530,Battlefield 2042,"Call the shots in Season 3: Escalation. Battlefield™ 2042 is a first-person shooter that marks the return to the iconic all-out warfare of the franchise.Battlefield™ 2042 is a first-person shooter that marks the return to the iconic all-out warfare of the franchise. Adapt and overcome in a near-future world transformed by disorder. Squad up and bring a cutting-edge arsenal into dynamically changing battlegrounds supporting 128 players, unprecedented scale, and epic destruction.Call the shots in Battlefield 2042 — Season 3: Escalation. Come face to face with the enemy in the northern Swedish wilderness, and dominate ground warfare with new technological weaponry, the EMKV90-TOR railgun tank, and Vault weapons. Deploy as new Specialist Zain and flush out enemies with his XM370A semi-automatic airburst rifle. Things are going to escalate quickly.","['driving', 'platform', 'flying', 'fighting', 'shooter', 'action']","['destructive', 'exciting']","Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Gathering and Collection, High, Low, Medium, Planning and Strategy, Socializing, Trade, World Interaction",Online (Playstation Network),"['PlayStation 4', 'Xbox Series X|S', 'Windows', 'Xbox One', 'PlayStation 5']",Realistic,15,US,True,intense,"{""cluster"": ""action-packed"", ""vibe"": ""high-stakes competition"", ""tempo"": ""fast"", ""color_palette"": ""dark"", ""other"": ""dynamic environments, immersive warfare, futuristic technology""}"
81167,Avowed,"Welcome to the Living Lands, a mysterious island filled with adventure and danger.Set in the fictional world of Eora that was first introduced to players in the Pillars of Eternity franchise, Avowed is a first-person fantasy action RPG from the award-winning team at Obsidian Entertainment.You are the envoy of Aedyr, a distant land, sent to investigate rumors of a spreading plague throughout the Living Lands - an island full of mysteries and secrets, danger and adventure, and choices and consequences, and untamed wilderness. You discover a personal connection to the Living Lands and an ancient secret that threatens to destroy everything. Can you save this unknown frontier and your soul from the forces threatening to tear them asunder?","['platform', 'puzzle', 'role-playing', 'adventure', 'fighting', 'shooter', 'action']","['liberating', 'exciting']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Xbox Games Store),"['Xbox Series X|S', 'Windows']",Realistic,13,US,True,adventurous,"{""cluster"": ""exploration"", ""vibe"": ""medium to high challenge"", ""tempo"": ""moderate"", ""color_palette"": ""vibrant with earthy tones"", ""other"": ""mysterious, immersive, intense""}"
